WEEK_START_DATE,YEAR,QUARTER,MONTH,WEEK_OF_YEAR,REGION,PRODUCT,CUSTOMER_SEGMENT,DEMAND_UNITS,REVENUE,AVG_TEMPERATURE_F,ECONOMIC_INDEX,HOUSING_STARTS,IS_HOLIDAY_WEEK,IS_WINTER,IS_SPRING,IS_SUMMER,IS_FALL
2022-01-03,2022,Q1,1,1,CO_Rocky_Mountains,Replacement_Parts,B2C,285,99750.0,2.5,69.3,156,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CO_Rocky_Mountains,Maintenance_Contract,B2B,15,17100.0,2.5,69.3,156,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CO_Rocky_Mountains,Maintenance_Contract,B2G,10,11040.0,2.5,69.3,156,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CO_Rocky_Mountains,Maintenance_Contract,B2C,8,9600.0,2.5,69.3,156,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Cold_Climate_Heat_Pump,B2B,37,298775.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Cold_Climate_Heat_Pump,B2G,22,172040.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Cold_Climate_Heat_Pump,B2C,89,756500.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Variable_Gas_Furnace,B2B,37,158175.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Variable_Gas_Furnace,B2G,25,103500.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Variable_Gas_Furnace,B2C,62,279000.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Standard_Air_Handler,B2B,13,34580.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Standard_Air_Handler,B2G,9,23184.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Standard_Air_Handler,B2C,15,42000.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,High_Altitude_Air_Handler,B2B,14,46550.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,High_Altitude_Air_Handler,B2G,11,35420.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,High_Altitude_Air_Handler,B2C,11,38500.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Replacement_Parts,B2B,103,34247.5,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Replacement_Parts,B2G,68,21896.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Replacement_Parts,B2C,172,60200.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Maintenance_Contract,B2B,13,14820.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Maintenance_Contract,B2G,9,9936.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,UT_High_Elevation,Maintenance_Contract,B2C,7,8400.0,5.7,67.7,115,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Cold_Climate_Heat_Pump,B2B,17,137275.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Cold_Climate_Heat_Pump,B2G,10,78200.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Cold_Climate_Heat_Pump,B2C,42,357000.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Variable_Gas_Furnace,B2B,27,115425.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Variable_Gas_Furnace,B2G,18,74520.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Variable_Gas_Furnace,B2C,45,202500.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Standard_Air_Handler,B2B,6,15960.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Standard_Air_Handler,B2G,4,10304.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Standard_Air_Handler,B2C,7,19600.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,High_Altitude_Air_Handler,B2B,6,19950.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,High_Altitude_Air_Handler,B2G,5,16100.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,High_Altitude_Air_Handler,B2C,5,17500.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Replacement_Parts,B2B,60,19950.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Replacement_Parts,B2G,40,12880.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Replacement_Parts,B2C,100,35000.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Maintenance_Contract,B2B,5,5700.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Maintenance_Contract,B2G,3,3312.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,WY_Mountain,Maintenance_Contract,B2C,3,3600.0,-9.5,62.9,54,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Cold_Climate_Heat_Pump,B2B,19,153425.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Cold_Climate_Heat_Pump,B2G,11,86020.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Cold_Climate_Heat_Pump,B2C,45,382500.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Variable_Gas_Furnace,B2B,39,166725.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Variable_Gas_Furnace,B2G,26,107640.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Variable_Gas_Furnace,B2C,66,297000.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Standard_Air_Handler,B2B,9,23940.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Standard_Air_Handler,B2G,7,18032.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Standard_Air_Handler,B2C,11,30800.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,High_Altitude_Air_Handler,B2B,7,23275.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,High_Altitude_Air_Handler,B2G,5,16100.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,High_Altitude_Air_Handler,B2C,5,17500.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Replacement_Parts,B2B,79,26267.5,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Replacement_Parts,B2G,53,17066.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Replacement_Parts,B2C,132,46200.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Maintenance_Contract,B2B,6,6840.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Maintenance_Contract,B2G,4,4416.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,MT_Northern,Maintenance_Contract,B2C,3,3600.0,-5.1,67.0,47,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Cold_Climate_Heat_Pump,B2B,23,185725.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Cold_Climate_Heat_Pump,B2G,13,101660.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Cold_Climate_Heat_Pump,B2C,55,467500.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Variable_Gas_Furnace,B2B,36,153900.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Variable_Gas_Furnace,B2G,24,99360.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Variable_Gas_Furnace,B2C,61,274500.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Standard_Air_Handler,B2B,10,26600.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Standard_Air_Handler,B2G,7,18032.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Standard_Air_Handler,B2C,12,33600.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,High_Altitude_Air_Handler,B2B,9,29925.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,High_Altitude_Air_Handler,B2G,7,22540.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,High_Altitude_Air_Handler,B2C,7,24500.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Replacement_Parts,B2B,74,24605.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Replacement_Parts,B2G,49,15778.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Replacement_Parts,B2C,124,43400.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Maintenance_Contract,B2B,6,6840.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Maintenance_Contract,B2G,4,4416.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,ID_Mountain,Maintenance_Contract,B2C,3,3600.0,-2.0,60.2,46,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Cold_Climate_Heat_Pump,B2B,43,347225.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Cold_Climate_Heat_Pump,B2G,25,195500.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Cold_Climate_Heat_Pump,B2C,103,875500.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Variable_Gas_Furnace,B2B,44,188100.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Variable_Gas_Furnace,B2G,29,120060.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Variable_Gas_Furnace,B2C,73,328500.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Standard_Air_Handler,B2B,20,53200.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Standard_Air_Handler,B2G,14,36064.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Standard_Air_Handler,B2C,23,64400.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,High_Altitude_Air_Handler,B2B,16,53200.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,High_Altitude_Air_Handler,B2G,12,38640.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,High_Altitude_Air_Handler,B2C,12,42000.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Replacement_Parts,B2B,118,39235.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Replacement_Parts,B2G,79,25438.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Replacement_Parts,B2C,197,68950.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Maintenance_Contract,B2B,15,17100.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Maintenance_Contract,B2G,10,11040.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,CA_NV_Tahoe,Maintenance_Contract,B2C,8,9600.0,-2.6,67.7,110,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Cold_Climate_Heat_Pump,B2B,40,323000.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Cold_Climate_Heat_Pump,B2G,24,187680.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Cold_Climate_Heat_Pump,B2C,96,816000.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Variable_Gas_Furnace,B2B,64,273600.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Variable_Gas_Furnace,B2G,43,178020.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Variable_Gas_Furnace,B2C,108,486000.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Standard_Air_Handler,B2B,25,66500.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Standard_Air_Handler,B2G,18,46368.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Standard_Air_Handler,B2C,28,78400.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,High_Altitude_Air_Handler,B2B,18,59850.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,High_Altitude_Air_Handler,B2G,14,45080.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,High_Altitude_Air_Handler,B2C,14,49000.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Replacement_Parts,B2B,143,47547.5,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Replacement_Parts,B2G,95,30590.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Replacement_Parts,B2C,239,83650.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Maintenance_Contract,B2B,13,14820.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Maintenance_Contract,B2G,9,9936.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,OR_WA_Pacific_NW,Maintenance_Contract,B2C,7,8400.0,12.2,74.7,131,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Cold_Climate_Heat_Pump,B2B,36,290700.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Cold_Climate_Heat_Pump,B2G,21,164220.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Cold_Climate_Heat_Pump,B2C,86,731000.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Variable_Gas_Furnace,B2B,61,260775.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Variable_Gas_Furnace,B2G,41,169740.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Variable_Gas_Furnace,B2C,102,459000.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Standard_Air_Handler,B2B,17,45220.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Standard_Air_Handler,B2G,12,30912.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Standard_Air_Handler,B2C,20,56000.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,High_Altitude_Air_Handler,B2B,13,43225.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,High_Altitude_Air_Handler,B2G,10,32200.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,High_Altitude_Air_Handler,B2C,10,35000.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Replacement_Parts,B2B,121,40232.5,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Replacement_Parts,B2G,81,26082.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Replacement_Parts,B2C,203,71050.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Maintenance_Contract,B2B,15,17100.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Maintenance_Contract,B2G,10,11040.0,-7.0,74.1,93,0,1,0,0,0
2022-01-03,2022,Q1,1,1,VT_ME_NH_New_England,Maintenance_Contract,B2C,8,9600.0,-7.0,74.1,93,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Cold_Climate_Heat_Pump,B2B,56,452200.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Cold_Climate_Heat_Pump,B2G,33,258060.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Cold_Climate_Heat_Pump,B2C,135,1147500.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Variable_Gas_Furnace,B2B,74,316350.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Variable_Gas_Furnace,B2G,49,202860.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Variable_Gas_Furnace,B2C,124,558000.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Standard_Air_Handler,B2B,23,61180.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Standard_Air_Handler,B2G,16,41216.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Standard_Air_Handler,B2C,26,72800.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,High_Altitude_Air_Handler,B2B,22,73150.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,High_Altitude_Air_Handler,B2G,16,51520.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,High_Altitude_Air_Handler,B2C,16,56000.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Replacement_Parts,B2B,113,37572.5,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Replacement_Parts,B2G,75,24150.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Replacement_Parts,B2C,188,65800.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Maintenance_Contract,B2B,17,19380.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Maintenance_Contract,B2G,11,12144.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,CO_Rocky_Mountains,Maintenance_Contract,B2C,9,10800.0,0.1,77.9,129,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Cold_Climate_Heat_Pump,B2B,33,266475.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Cold_Climate_Heat_Pump,B2G,20,156400.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Cold_Climate_Heat_Pump,B2C,80,680000.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Variable_Gas_Furnace,B2B,51,218025.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Variable_Gas_Furnace,B2G,34,140760.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Variable_Gas_Furnace,B2C,86,387000.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Standard_Air_Handler,B2B,21,55860.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Standard_Air_Handler,B2G,15,38640.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Standard_Air_Handler,B2C,24,67200.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,High_Altitude_Air_Handler,B2B,18,59850.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,High_Altitude_Air_Handler,B2G,13,41860.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,High_Altitude_Air_Handler,B2C,13,45500.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Replacement_Parts,B2B,118,39235.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Replacement_Parts,B2G,78,25116.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Replacement_Parts,B2C,197,68950.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Maintenance_Contract,B2B,14,15960.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Maintenance_Contract,B2G,9,9936.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,UT_High_Elevation,Maintenance_Contract,B2C,8,9600.0,5.0,77.5,119,0,1,0,0,0
2022-01-10,2022,Q1,1,2,WY_Mountain,Cold_Climate_Heat_Pump,B2B,17,137275.0,-4.3,74.9,34,0,1,0,0,0
2022-01-10,2022,Q1,1,2,WY_Mountain,Cold_Climate_Heat_Pump,B2G,10,78200.0,-4.3,74.9,34,0,1,0,0,0
2022-01-10,2022,Q1,1,2,WY_Mountain,Cold_Climate_Heat_Pump,B2C,42,357000.0,-4.3,74.9,34,0,1,0,0,0
2022-01-10,2022,Q1,1,2,WY_Mountain,Variable_Gas_Furnace,B2B,25,106875.0,-4.3,74.9,34,0,1,0,0,0
2022-01-10,2022,Q1,1,2,WY_Mountain,Variable_Gas_Furnace,B2G,17,70380.0,-4.3,74.9,34,0,1,0,0,0
2022-01-10,2022,Q1,1,2,WY_Mountain,Variable_Gas_Furnace,B2C,42,189000.0,-4.3,74.9,34,0,1,0,0,0
2022-01-10,2022,Q1,1,2,WY_Mountain,Standard_Air_Handler,B2B,6,15960.0,-4.3,74.9,34,0,1,0,0,0
2022-01-10,2022,Q1,1,2,WY_Mountain,Standard_Air_Handler,B2G,4,10304.0,-4.3,74.9,34,0,1,0,0,0
